160921,161391,+
167218,167556,+
168421,168627,+
168676,168807,+
168887,169015,+
169093,169293,+
169285,169533,-
171533,171742,+
172004,172126,-
173815,173964,-
175275,175394,+
179226,179834,+
183687,183839,-
185115,185324,+
186142,186789,+
186799,186915,-
194853,195461,-
195765,196121,+
202647,202760,+
203109,203270,-
203962,204501,+
213594,213935,+
213945,214142,+
214831,214968,+
215240,215422,+
216427,216678,+
217365,217493,+
218525,218638,-
219587,219712,+
219746,219868,+
220223,220438,+
220440,220598,+
221345,221578,-
221710,221859,-
226326,226457,+
226746,226946,+
226938,227087,-
227068,227208,+
229162,229275,+
229825,229995,-
229996,230127,-
230114,230242,+
230252,230383,+
230651,230764,+
230782,231024,-
231233,231346,+
231100,231225,-
231384,231548,+
231545,231673,+
232891,233034,+
233536,233772,+
237879,238193,+
247431,247565,+
249403,249543,-
252580,252708,+
253123,253995,+
256910,257038,-
265630,266043,+
266232,266360,+
266666,267091,+
273199,273318,+
273580,273720,+
274099,274212,-
274273,274653,+
274968,275135,+
275284,275430,-
283534,284373,+
290313,290627,+
290732,290851,+
290897,291328,+
301619,301888,+
306132,306272,-
307190,307342,+
307460,307591,+
307622,307930,+
310105,310218,+
310258,310380,+
312855,313193,+
314225,314347,+
314625,314738,+
318461,319207,+
320223,320426,+
327636,327761,-
329469,329609,+
345182,345295,+
346854,346979,+
348303,348773,+
349291,349620,+
349926,350327,+
350446,350598,+
350647,350778,+
351114,351260,-
351262,351495,-
352038,352172,+
356762,357214,+
360509,360682,+
374846,374989,+
382337,382534,+
382563,382679,-
383833,383967,-
385790,385999,+
390897,391010,-
395450,395584,-
397989,398108,+
400858,400974,+
401401,401535,+
402766,402942,+
403047,403169,+
405189,405308,-
406787,406921,-
415046,415243,+
417064,417333,+
418411,418545,+
421239,421358,+
428325,428450,+
428499,428627,+
428966,429109,-
429114,429263,-
429244,429378,+
429513,429641,-
430230,430358,+
446074,446199,+
446438,446572,-
448204,448449,+
448549,448674,+
449872,450105,+
450126,450305,+
452475,452696,+
454229,454357,-
456633,456752,+
458744,458863,+
462089,462289,-
463862,463987,+
464209,464496,+
480688,480894,+
499308,499439,-
507611,507748,-
508469,508582,-
508554,508778,-
509039,509182,+
513667,513912,+
527585,527902,+
537540,537668,+
538935,539051,-
539407,539547,-
542081,542200,+
546190,546309,+
553329,553460,-
555648,555791,-
558254,558463,+
558557,558880,+
559931,560050,-
562507,562620,+
566667,566828,+
569432,569578,+
9791,9892,-
12929,13033,-
18664,18744,+
21467,21577,+
30571,30705,-
38444,38533,+
38789,38977,+
40062,40253,+
40551,41069,+
41340,41567,+
41655,41756,+
41758,41853,+
43189,43404,+
46814,46909,+
48378,48929,+
48954,49190,+
51436,51519,+
51596,51700,+
52341,52769,+
52848,53207,+
56969,57049,-
61020,61406,+
67933,68094,+
69110,69196,-
75679,75816,+
78011,78124,-
78387,79079,+
87308,87634,+
87659,87754,+
88641,88739,-
88756,88854,+
92160,92273,-
99413,101779,+
106565,106660,+
117553,117702,+
120702,120860,+
131179,131382,+
133563,133655,-
133969,134172,+
140316,141266,+
141856,141945,+
144722,144826,+
146785,147198,+
149217,149360,+
153814,153939,+
163505,163591,+
168854,169015,+
174090,174200,+
174682,174765,+
175110,175256,+
183934,184020,+
186841,186978,+
187798,187911,+
187912,188010,+
214828,214968,+
215501,215881,+
218611,218895,+
221696,221779,+
222029,222532,+
224616,224696,+
226555,226731,+
